messid,pred_lat,pred_lng
574002a6864fce1a9a52c3ef,39.80079292452527,-105.04530845175104
57400baa864fce1a9a5766ae,39.79679128333184,-105.04895206076873
57400e1af0fe6e735ab1c50f,39.80319208361629,-105.05185736750478
574015273e952e1912cd68fb,39.84452696995259,-105.07171259217803
574017b33e952e1912cf192c,39.80027825446012,-105.04466318666469
574019f9f0fe6e735ab93c5a,39.802057654312314,-105.04556675480724
57404805f0fe6e735ad63322,39.82857069800412,-105.05789132116301
57404e93864fce1a9a81ec5f,39.78226407346924,-105.04352732842625
57409a4a3e952e19121c2b8d,39.8288582251071,-105.0544438686016
574159fb3e952e19127958c7,39.800552395257874,-105.04936358825437
57416072f0fe6e735a62e5f1,39.78324160111014,-105.04487951227479
574162c93e952e19127de34f,39.79127535262968,-105.04958175957707
57416d9ff0fe6e735a6a74e8,39.80581380552463,-105.04569903098032
57417408864fce1a9a185b51,39.69074096678142,-104.99209815694009
5741892e3e952e19129472e4,39.81313564154371,-105.05090334534272
57421b1cf0fe6e735ac61f57,39.74129171338698,-104.99366322760348
57421d95864fce1a9a732f6b,39.75917986948553,-105.00599790617883
5742234cf0fe6e735ac9fd47,39.749348332475904,-105.00060867977352
574225a9f0fe6e735acb288b,39.757676367625294,-105.00914334431859
5742280cf0fe6e735acc5e44,39.84145721924507,-105.21261868399806
57426d113e952e191208ba12,39.825256856847716,-105.212448496559
57429ef53e952e1912218dcc,39.67656927581716,-104.98343148134273
5742a207f0fe6e735a06c8b0,39.688548436402215,-104.99150485865579
5742a25ef0fe6e735a06fa20,39.802732095147036,-105.05354954478518
5742a4b5864fce1a9ab4a51b,39.80347540369588,-105.04812487217889
5742a501864fce1a9ab4cdec,39.65242219115557,-104.99017119749469
5742a673f0fe6e735a092cc5,39.68536632358222,-105.00492796408582
5742a956864fce1a9ab73e95,39.80171193150614,-105.047335894651
5742abab864fce1a9ab8962b,39.68634611231258,-104.9970316944167
5742abbff0fe6e735a0c2e66,39.80290732118948,-105.04404378493408
5742ac59864fce1a9ab8fc9e,39.68683046880789,-104.99181580689752
5742ad113e952e1912293ec7,39.68126015794442,-104.98750420565197
5742ae253e952e191229d001,39.801418413622784,-105.04827451285901
5742ae8f864fce1a9aba39f6,39.668539623844985,-104.98978137636097
5742b3d2f0fe6e735a10e90e,39.78504229075686,-105.03450282234554
5742b3e3864fce1a9abd7cf2,39.75393367470369,-105.02987292791202
5742b3f2864fce1a9abd8694,39.67858514998377,-105.00453374640438
5742b5593e952e19122e552f,39.75829690006888,-105.03030327138012
5742b671864fce1a9abf1d2a,39.76029580490353,-105.0076267185682
5742b6c8864fce1a9abf5a48,39.75688279166869,-105.02712736475121
5742b82e864fce1a9ac03eca,39.75837727335812,-105.0055903396768
5742b9a2864fce1a9ac145d8,39.74702942723338,-105.01891777392771
5742bb25864fce1a9ac24978,39.76265389846492,-105.02909231222442
5742ccb8f0fe6e735a215ab1,39.845435906537254,-105.04153740394584
5742cf23f0fe6e735a22e27f,39.823595455847695,-105.17415337278615
5742d156864fce1a9ad10f1e,39.780212912224485,-105.03404444730579
5742d2d1f0fe6e735a253907,39.78768989735708,-105.04962409762894
5742d3f5f0fe6e735a25e9ea,39.75860989558944,-105.08351737653442
5742d65ff0fe6e735a2778a0,39.74452429500797,-105.08153443332056
5742d8c9f0fe6e735a28ff09,39.751408988559874,-105.0805486670855
5742dcf5f0fe6e735a2bbeea,39.736632044358764,-105.07315847618533
5742df70f0fe6e735a2d5b2b,39.731671466293285,-105.06828610057366
5742e1df864fce1a9adbca76,39.81653364860573,-105.15995333333336
5742e4513e952e19124d1aae,39.77190759971097,-105.07825786583966
5742e934f0fe6e735a33a2f3,39.803837939177846,-105.04645178717537
5743200bf0fe6e735a550e25,39.75442683620587,-105.02819572936865
574329dff0fe6e735a5afcb7,39.636853812904626,-104.98122680914226
5743302d864fce1a9a0c1ca6,39.793687931004406,-105.04804258054654
574331acf0fe6e735a5fa032,39.78599916581657,-105.02561534016766
57433365f0fe6e735a60ad87,39.791740245814196,-105.03803234798073
574334fb864fce1a9a0ef560,39.81502929272039,-105.03656691897987
57434260f0fe6e735a69376f,39.81670342351938,-105.04890492523856
5743468ef0fe6e735a6b89e4,39.776396266342616,-105.02977562065142
57434addf0fe6e735a6dd68f,39.73849253514707,-104.99440995616271
574350b33e952e19128e203c,39.75997811419274,-105.03497404807686
574352263e952e19128edfe6,39.6909469733035,-104.99204462521175
57435955f0fe6e735a757688,39.772374715882755,-105.03341304756965
57435cc3864fce1a9a24f5a2,39.69072069723442,-104.99190226814008
5743c5d2f0fe6e735aa9abae,39.64791843017943,-104.98476248492216
5743cbc0f0fe6e735aaca8de,39.75997811419274,-105.03497404807686
5743cf0ef0fe6e735aae50fe,39.76577191657679,-105.0120004431585
5743e107f0fe6e735ab7ad70,39.8218609177208,-105.20496486889552
5743e68e3e952e1912d97d40,39.76032951147305,-105.02663933359959
5743e91f864fce1a9a6b1ed0,39.76341273807843,-105.0260238907332
57440c24864fce1a9a811db6,39.680637762461885,-105.00981182337112
57443ea5f0fe6e735af501a1,39.76306970906974,-105.07107198051204
574441373e952e1912160287,39.77997577571138,-105.04518546704122
57444da0864fce1a9aae8a77,39.77096874847875,-105.03371152001806
574452183e952e191220d244,39.78343155757753,-105.04112610018625
574494223e952e19124a0a19,39.83032793329748,-105.06692158408735
574498c1f0fe6e735a2d690a,39.64059478302559,-104.98577692501645
57449a3f864fce1a9ade4ca8,39.6909469733035,-104.99204462521175
5744a66bf0fe6e735a34e642,39.739610362745815,-104.99422462366903
5744bd20864fce1a9af0722e,39.75135470920866,-105.00304466677827
57452ae4864fce1a9a264870,39.63941982378933,-104.9634506206095
574546e4864fce1a9a351fa8,39.73449267086636,-104.99825810163222
5745499d3e952e1912a50a79,39.76043027595072,-105.00952722362081
57454ad3f0fe6e735a859502,39.682889473658285,-105.00249376935655
57454ff4864fce1a9a3a5c5f,39.67595319329749,-105.00866027326153
574559ec3e952e1912b01deb,39.775729123161724,-105.08883458118265
57455dc43e952e1912b32503,39.77544199782597,-105.07078129226375
5745d83b3e952e19120adc97,39.68281394514495,-105.02190192214273
5745dd3af0fe6e735aece6ba,39.68160864117542,-104.98734545509447
5745e473864fce1a9aa43161,39.778521869812124,-105.07905982626927
5745e4893e952e1912126e81,39.757721348165134,-105.01042308909096
5745f2f1f0fe6e735af9aac6,39.68940009924074,-105.02735728229034
5745f369f0fe6e735af9eeb8,39.6909469733035,-104.99204462521175
5745f528f0fe6e735afadcf5,39.69072069723442,-104.99190226814008
57468f54f0fe6e735a49978e,41.88286247346882,-106.56297769607312
5746900df0fe6e735a4a0217,39.75070391814517,-105.00609936511307
57469511864fce1a9a013105,39.7580366873453,-105.00585512627451
57469cec864fce1a9a05bf26,39.636853812904626,-104.98122680914226
57469ed9f0fe6e735a527a81,39.77818522448102,-105.04955820456343
5746a055f0fe6e735a537d25,39.779868334847635,-105.07433095153205
5746a170864fce1a9a0890a3,39.676549186286515,-104.99470601767182
5746a2a83e952e191277976a,39.75903865948123,-105.03523017920064
5746a2b5864fce1a9a094d4b,39.77190759971097,-105.07825786583966
5746a4523e952e191278a535,39.6835961232329,-105.01503056690127
5746a483864fce1a9a0a6a03,39.77307607931916,-105.0775084382962
5746a53df0fe6e735a5683de,39.77458406641326,-105.0696973279123
5746a5eff0fe6e735a56f790,39.77396878214956,-105.07359456183474
5746b4a8f0fe6e735a624aa3,39.783439099175425,-105.07245313003523
5746b7533e952e191286fd35,39.790425041046404,-105.07412718667221
5746e0123e952e1912a50565,39.76781774756884,-105.03432591051894
5746e28c864fce1a9a388b5e,39.75380781674626,-105.01536819778116
5746f3073e952e1912b18ebc,39.78608535410781,-105.1356735189373
5746f58bf0fe6e735a9028ef,39.7877108902533,-105.14733059479009
5746f819864fce1a9a46e795,39.77188754617903,-105.08313405586834
5746fd3bf0fe6e735a95463e,39.78829817676094,-105.1456250415733
5746ffd63e952e1912ba2240,39.77955910357263,-105.12732153645837
57470242864fce1a9a4db061,39.79270801980547,-105.15222500394559
574704caf0fe6e735a9a458b,39.78835411423582,-105.14954533635714
57472374864fce1a9a638580,39.768103367993156,-105.02393574879068
57472534f0fe6e735aaf39e4,39.76045388476994,-105.00497655784608
57472792864fce1a9a66174d,39.76539523860919,-105.02256835858802
5747295c864fce1a9a6733b7,39.786050673862825,-105.05918826831964
57472cb5f0fe6e735ab3dd60,39.756692303545975,-105.00356321052985
57472e133e952e1912d80bc9,39.76852477559652,-105.07434462796131
57473f97864fce1a9a749dce,39.90892569938917,-105.16323902659771
5747403bf0fe6e735abf6b54,39.91091321127149,-105.16933492722603
5747421bf0fe6e735ac0795b,39.91265578533885,-105.17279404611592
574744a03e952e1912e5847c,39.90999945831768,-105.16712961535717
5747455c3e952e1912e5e99f,39.890266770890705,-105.13551107466199
57474695864fce1a9a78a13a,39.653128407348234,-104.98839448423867
574757a0f0fe6e735acc75dc,39.77967672937671,-105.08230307258447
57478eb93e952e19120c305f,39.79456700634017,-105.13325647290975
57479155864fce1a9a9fde2e,39.79366171759627,-105.13170470048986
5747e872f0fe6e735a139c55,39.8080900030465,-105.05745159902926
5747eab5f0fe6e735a14d638,39.805150100555785,-105.04392624580066
5747ee663e952e19123ba4ad,39.673843782612806,-105.00652970770376
5747eff23e952e19123c7164,39.835527648984254,-105.06009077939859
5747f145f0fe6e735a188b9d,39.6762573198325,-105.00740474701026
5747f448f0fe6e735a1a522f,39.86104659447581,-105.21350004385945
5747f4ad3e952e19123f3c1e,39.869448722867354,-105.21570661743154
5747f6cc864fce1a9ad3173d,39.84232241407903,-105.21567565491463
5747f7013e952e191240a559,39.875881328402585,-105.21329172319014
5747f703864fce1a9ad33b63,39.875881328402585,-105.21329172319014
5747f92c3e952e1912421038,39.86795188728233,-105.21532322994446
5747f9a73e952e19124263d9,39.85370982040472,-105.23270026451738
5747fc683e952e19124462df,39.82617754736913,-105.21364216519261
57481d023e952e19125bbece,39.782016697657234,-105.02554943041326
57481e653e952e19125cb6fd,39.78349623873091,-105.04832918670694
57481fe23e952e19125dc739,39.79019535028786,-105.02654000559083
57482499864fce1a9af3ddc3,39.79876860117525,-105.04743940171967
57483f49f0fe6e735a4dd974,39.75761290591738,-105.0275333278052
574840d0f0fe6e735a4ecf46,39.82512360137981,-105.05654791296132
5748457d3e952e191276cea4,39.662117027192316,-104.99899826412049
574846f9864fce1a9a0a8764,39.697989079234524,-105.00796252344045
574849eb864fce1a9a0c661a,39.75997811419274,-105.03497404807686
57485d9e3e952e1912863c32,39.651389403471526,-104.97807018153995
57487414864fce1a9a2731cc,39.7970155811465,-105.04692109312154
57487599864fce1a9a2817c4,39.79866785093081,-105.04691021860616
57487af93e952e191298bc3c,39.80289281131251,-105.04832611493867
57487b1d864fce1a9a2b8772,39.80178168663132,-105.04952755832026
57489fa6f0fe6e735a882f47,39.79952934100669,-105.04803137715548
5748a2573e952e1912af249c,39.782252580160275,-105.03906159428271
5748acfd864fce1a9a479dab,41.88286247346882,-106.56297769607312
57493780864fce1a9a8f09b5,39.79846806172882,-105.04530458761215
5749424af0fe6e735adb0819,39.81043414649937,-105.04953011566897
574946803e952e1912043253,39.74007730183209,-104.99398284128608
57494ccb3e952e1912080c10,39.829745902956205,-105.05468939034155
574950c23e952e19120aae5d,39.796911950680666,-105.03950283194683
57495333864fce1a9a9f1135,39.797962776656576,-105.04188199669484
574955a7864fce1a9aa0d199,39.75616559300738,-105.00643751140834
574960d7f0fe6e735aee865c,39.73536810282626,-104.98743944815287
5749624a3e952e19121661c3,39.73174459746169,-104.98506151465159
574963b5864fce1a9aaa4980,39.706012574648426,-104.97907340533573
57497482864fce1a9ab5815e,39.8262632599761,-105.21362686636918
5749d7b3864fce1a9af01bff,39.80355697842979,-105.03377520780832
5749d9f53e952e19125de833,39.835191051876116,-105.0740093981287
574a9fe1f0fe6e735a946134,39.681501544171326,-105.02344072356104
574aa15df0fe6e735a953167,39.66814206296301,-105.00839616649397
574aa2d93e952e1912beb1a8,39.681501544171326,-105.02344072356104
574aa44f864fce1a9a5320d4,39.69679704468603,-105.02051404365965
574aa5cbf0fe6e735a97aee0,39.737115777777284,-105.06156738188703
574aa6513e952e1912c0a20b,39.80963505236825,-105.04722012119738
574aa746864fce1a9a54c3a3,39.70116121224581,-105.0436419966696
574aa8c53e952e1912c2044f,39.6828502414659,-105.0220556925597
574aa9063e952e1912c226a4,39.796054814382515,-105.04558108004382
574aaa3f864fce1a9a567567,39.68814265043507,-105.01422830677973
574aad22864fce1a9a581d16,39.731224273153195,-105.07663104284462
574aad7e3e952e1912c492a4,39.77435341657687,-105.03908546719694
574aae8df0fe6e735a9c8ac2,39.632759159181624,-104.97969604383388
574aafe5864fce1a9a59b007,39.75464522586923,-105.01710984378788
574aafef3e952e1912c5f75c,39.69074096678142,-104.99209815694009
574ab6dbf0fe6e735aa16e89,39.6909469733035,-104.99204462521175
574ab9b2f0fe6e735aa2fd0b,39.6909469733035,-104.99204462521175
574abe65864fce1a9a624039,39.76789321142492,-105.02679264664417
574ac3f3f0fe6e735aa8fe91,39.78063454311973,-105.09143473175514
574ac6443e952e1912d30b4c,39.76976961377373,-105.08277144807566
574ac8d23e952e1912d49892,39.772783769008086,-105.04906637958608
574acb2e864fce1a9a69a6a9,39.81028366118984,-105.05504326385727
574acee3864fce1a9a6bb853,39.80619308882408,-105.046748797677
574b3e9f3e952e1912115fb6,39.71933078082256,-104.98146439144692
574b400b864fce1a9aa6399b,39.72568097216487,-104.99931378437233
574b41663e952e191212ae45,39.71235956427848,-104.98188806645295
574bd244f0fe6e735a2bbab5,39.73789298148726,-104.98943443010789
574bd3af3e952e191255baf9,39.75194273267202,-104.99365641776959
574bdc1f864fce1a9aeef14d,39.81689748438828,-105.05187101538985
574be045864fce1a9af10971,39.806889332533295,-105.04475889960626
574be42d864fce1a9af31612,39.82725919230121,-105.06621372591441
574be95f864fce1a9af5efa2,39.76609460162094,-105.04854867851815
574bead6f0fe6e735a387c3d,39.6774463694815,-105.01008398114158
574c0ee9f0fe6e735a4f5c56,39.815875658472315,-105.0496553353787
574c16fe3e952e19127e8316,39.792631115808966,-105.04282876320057
574c19653e952e1912801e7a,39.80154190612518,-105.04852352574677
574c8a92f0fe6e735a96ec57,39.814928289859026,-105.05092170774665
574c9066f0fe6e735a99d3b9,39.73851141344961,-105.00336917385462
574c91cbf0fe6e735a9a7b4e,39.720225216513846,-104.98786763597508
574c932a864fce1a9a5aa3d2,39.71829228301782,-104.98935534085928
574c9842f0fe6e735a9d908b,39.7581436545251,-105.00880622897628
574c9da4864fce1a9a5fbb39,39.760472660658,-105.0101641261217
574ca0023e952e1912cc4371,39.75861323920925,-105.0091676132493
574cb5c0864fce1a9a6b2165,39.83062296536193,-105.22599598315244
574cbc7f864fce1a9a6e4d0d,39.82385769885832,-105.21454583887358
574cbc8ff0fe6e735aae899c,39.82427552007784,-105.21407997636254
574cbc9ef0fe6e735aae91a7,39.824138692876716,-105.21383801969557
574cbca03e952e1912d9dc06,39.822251973214044,-105.21189679726199
574cbccf3e952e1912d9f0c6,39.824019939640976,-105.21227011307101
574cbcd9864fce1a9a6e7bcb,39.824026112793995,-105.21527920581946
574cbef13e952e1912daf872,39.8243064601582,-105.21193605981763
574cbf1af0fe6e735aafcabd,39.82518613790463,-105.21072569687745
574cbf1b3e952e1912db0e9f,39.8241505373571,-105.2007242012776
574cbf26864fce1a9a6f9a2b,39.821313552698776,-105.20160021091914
574cbf59f0fe6e735aafe811,39.82449849869881,-105.21183880771568
574cbf92f0fe6e735aafffc0,39.82069789166001,-105.20212522687066
574d2775864fce1a9aa29eb4,39.72871681597224,-105.00110878672348
574d2a393e952e19120fb23a,39.73189553458536,-104.97497952789888
574d33883e952e1912147cd0,39.739009760898455,-104.99701755543234
574d67313e952e1912376829,39.82163898256599,-105.03818429822859
574d68a9f0fe6e735a0b29ea,39.813975488950675,-105.04284615301145
574d6b62f0fe6e735a0cf5b0,39.80627673633206,-105.04733739236264
574d844a864fce1a9adec990,39.8088890585567,-105.03510819809489
574d9b2ef0fe6e735a2a83a6,39.684873977110875,-104.92814378689835
574d9bf03e952e191258f0b5,39.68014652718884,-104.92931351237382
574db559864fce1a9afd27b3,39.68683046880789,-104.99181580689752
574db9f6f0fe6e735a3d8297,39.68003830643927,-104.98637194770215
574dbc80f0fe6e735a3f141d,39.703015667306126,-105.05837181625805
574dbf2a864fce1a9a033ce6,39.7337404767278,-104.98422151077017
574dca133e952e191274f704,39.80515245958561,-105.04493290777476
574dcb6df0fe6e735a47a41d,39.81323298438015,-105.03956076729746
574dccc6864fce1a9a0b07ca,39.808617496789836,-105.04534486327847
574dd0f7f0fe6e735a4ab9ad,39.78266765294767,-105.0363275096234
574dd258f0fe6e735a4b773e,39.7746999953333,-105.03900299597484
574dd58d864fce1a9a0fdeca,39.628250166495754,-104.97735053768383
574ddc89864fce1a9a1373d4,39.66076527135467,-104.99834957748809
574e0889864fce1a9a294e8c,39.77992638058717,-105.04736650192237
574e0e0e864fce1a9a2c17f1,39.722652203500154,-105.04690450566339
574e1b7ef0fe6e735a6fccb0,39.72602825680824,-104.99206981453251
574e1cddf0fe6e735a70809d,39.71563506235442,-104.98573781877873
574e75ec864fce1a9a60a660,39.728100572009524,-104.99008913395457
574e7c963e952e1912cfdefb,39.73113153373287,-104.98267573028932
574e8766f0fe6e735aa607b2,39.726804995242155,-104.97959110009036
574e89e0f0fe6e735aa79526,39.63633844145509,-104.98670205132177
574e8c553e952e1912d8ca2e,39.67744933582076,-105.01715654889288
574ecedb864fce1a9a9c30a8,39.73681577566991,-104.98844903292846
574edac8f0fe6e735adecd46,39.83193113623018,-105.06239625274391
574edcbdf0fe6e735ae01ac9,39.80772816867646,-105.0587844977735
574ee174864fce1a9aa82923,39.8030459359205,-105.03297713402746
574ee2d6f0fe6e735ae3fd84,39.79963576396804,-105.04333887461502
574ee95e3e952e191218f263,39.83880789316597,-105.05912489599125
574ef4ea3e952e191220ae6d,39.73141987528712,-104.98311561497012
574ef7fdf0fe6e735af1b738,39.812258950391104,-105.04751465359699
574f0a163e952e19122e1f13,39.7306627487957,-104.98304417667705
574f10303e952e191231dcca,39.76023352456211,-105.01067696842095
574f11be864fce1a9ac73c2d,39.722989431716336,-105.02039006187891
574f2d5df0fe6e735a11c1a0,39.730577275609896,-104.98528573973734
574f3263864fce1a9ada11d4,39.730432849192226,-104.98586817878913
574f3f943e952e19124d1be1,39.73042590036141,-104.98826539632253
574f4405864fce1a9ae397e9,39.73849253514707,-104.99440995616271
574f5082864fce1a9ae9fcd2,39.73061558361436,-104.981260559703
574fd1b2f0fe6e735a618732,39.804298902778626,-105.04543733891295
574fd1e6864fce1a9a2868c0,39.72916090349047,-104.9979445563351
574fd6bc3e952e1912968021,39.82409194267174,-105.04824848989261
574fd89d864fce1a9a2c0b44,39.730553007117784,-104.98817569355053
574fda1bf0fe6e735a660f58,39.72990625508344,-104.97943660565248
574fe0a93e952e19129c3c9f,39.802436180632746,-105.04950151596547
574fe299864fce1a9a3236c5,39.70496686658497,-105.02053473537744
574ff4463e952e1912a9bf19,39.742372524781,-105.00758656755839
574ff843f0fe6e735a79c637,39.796484405434356,-105.03987592100724
574ffab3f0fe6e735a7b819b,39.80146839475706,-105.04684631816673
57500649864fce1a9a4b1f31,39.78006982554874,-105.04509185376921
57500cad3e952e1912baf73f,39.94672701270423,-105.14042801061164
57500cda3e952e1912bb150a,39.94897970397283,-105.13235589534577
57500d74864fce1a9a503dc4,39.679500128695565,-105.00815545774505
575011b6864fce1a9a532ecd,39.91005705860869,-105.17044208962962
57501408f0fe6e735a8cfcfb,39.9083403903574,-105.16574201878959
57501454f0fe6e735a8d2c60,39.91043229667443,-105.1694868465629
575017ec3e952e1912c2816c,39.90977905126083,-105.16719993341017
575017f73e952e1912c28885,39.90858745114352,-105.16690300252485
57501d30f0fe6e735a92d116,39.726693381601386,-104.97933674745427
57501fd2864fce1a9a5c6170,39.72496674060641,-104.97637272086327
575023163e952e1912c9cb0c,39.76711295057048,-105.03325047634884
575024ee3e952e1912caf857,39.85393108278983,-105.05312154837976
575046813e952e04b31e4707,39.72506849891005,-104.9763698123059
57504bb2f0fe6e0c9f6029d8,39.72496674060641,-104.97637272086327
575051c63e952e04b3255056,39.66934013210983,-105.01155757142729
5750593df0fe6e0c9f6866b1,39.66608155475778,-104.99523752729779
57506a80f0fe6e0c9f724459,39.72542557811596,-104.97989522886543
57506dca864fce5689fe9997,39.71070374405917,-104.98298060245095
57507516f0fe6e0c9f781f57,39.633264458551324,-104.97997148004366
57508513864fce56890b4db2,39.82450623273869,-105.05280089937061
5750973bf0fe6e0c9f898938,39.80659341531783,-105.04668320461515
5750989e3e952e04b34c3af0,39.804087908255966,-105.04041734109869
575099f6864fce568915bd65,39.80573365009706,-105.0473770169594
57509cb5864fce5689170623,39.79996939781696,-105.05001248660133
5750a137f0fe6e0c9f8e38b5,39.80081803485514,-105.04878594801455
5750aa15f0fe6e0c9f925a66,39.772448781707816,-105.03342563434524
5750ab7f864fce56891e117f,39.794978484096184,-105.03801668406993
5750acd8864fce56891ebaf8,39.79743381024551,-105.01675567750776
5750ae2b3e952e04b3567a88,39.73209666546338,-104.99074182240292
5750b22bf0fe6e0c9f963b03,39.710437921450605,-104.98394145851067
5750c56a3e952e04b36189b3,39.77417552301572,-105.03833708754118
5750c7e33e952e04b3629f2e,39.77235147361787,-105.0354900529717
5750d76bf0fe6e0c9fa712e5,39.76775487103173,-105.01647973415393
5750da7c864fce568933e38a,39.79897600946143,-105.13582675735502
5750dcec3e952e04b36bec75,39.72994179011661,-104.98571640910568
5750defbf0fe6e0c9faa977f,39.60922330116788,-104.86243216623069
5750e4db3e952e04b36f8fb1,39.58490435286129,-104.87646181112972
57510b55864fce56894aac5f,39.52881864835311,-104.80694133794805
57511a813e952e04b388d74e,39.728688993949326,-104.99207939235282
57511bb7864fce568952e8e5,39.52165112899796,-104.80418197594055
57511bf0f0fe6e0c9fc6faea,39.72018094325008,-105.01196491196374
575123c3f0fe6e0c9fcb3d9e,39.72422669098883,-104.98343471542798
57512525864fce5689584ae9,39.699127075158955,-104.99837176123239
5751268f3e952e04b38f7747,39.68173501892442,-104.98727268119448
57512a533e952e04b3918bfc,39.6790036711401,-105.02081060941255
57512ac6f0fe6e0c9fcf2077,39.68683046880789,-104.99181580689752
57512e98f0fe6e0c9fd14b96,39.52047088654231,-104.80229803442367
57512f053e952e04b39440d9,39.676687167108916,-104.99531460809379
57513445f0fe6e0c9fd4a1da,39.5297126536401,-104.85173510089582
575136c6f0fe6e0c9fd6585e,39.539347706856546,-104.85427707302377
5751391a864fce56896460a8,39.54094337591464,-104.86109427320667
57513ccbf0fe6e0c9fda959e,39.739706995081704,-104.99358850156088
57513e11f0fe6e0c9fdb89a4,39.54685691041183,-104.86487358916892
57513f6ff0fe6e0c9fdc76d5,39.72459388758037,-104.97698229541014
57514077f0fe6e0c9fdd2b4f,39.57953391586117,-104.86542998521105
575142ea864fce56896b6b3a,39.5408637569257,-104.86180947144229
57514560f0fe6e0c9fe0980f,39.55060853067623,-104.86618062688804
575147c93e952e04b3a5584d,39.596940683690256,-104.89502840793295
57514cf7f0fe6e0c9fe5f4d1,39.539515616634475,-104.85899991518225
575151c8864fce568975e80d,39.54397989024087,-104.86082497445577
575153813e952e04b3ad7875,39.72500702634608,-104.976336981234
575154363e952e04b3aded12,39.54226853462014,-104.86228375966783
575156b1864fce5689793a37,39.58490435286129,-104.87646181112972
5751588ef0fe6e0c9fedca9c,39.72551625691331,-104.98018960804066
5751592b3e952e04b3b1581b,39.542586541442354,-104.86290842029099
57515b083e952e04b3b2a683,39.724205984046336,-104.97817726033536
57515d95864fce56897dfd29,39.72881620057564,-104.98291463536151
575160283e952e04b3b643f6,39.73054682561626,-104.9840560606338
57519acff0fe6e0c9f184a65,39.541222474419776,-104.86190737558645
57519e853e952e04b3de6682,39.54115211714013,-104.86190230540487
5751a91f3e952e04b3e4cc4d,39.690969903699305,-104.99763171254426
